,Post_Content,Date,Comments_Shares,All_Responses,Brand
480,"Dive into delicious dishes, come rain or shine this summer, with these easy-to-follow recipes.
http://tes.co/RainyDayRecipes","August 4, 2016",46 Comments96 Shares,1.3K,Tesco
482,"Perfect for parties and summer centrepieces, chill a crisp bottle of white from the Tesco wine range in a watermelon ice bucket.
http://tes.co/TescoWines","August 3, 2016",268 Comments529 Shares,4.2K,Tesco
484,Our Tesco Toy Testers are back! Helping you find the perfect toy this summer with expert reviews and top tips.,"August 2, 2016",117 Comments220 Shares3.6M Views,3.6K,Tesco
486,"From brilliant broccoli to super strawberries, make the most of sensational summer ingredients with these 7 easy-to-follow recipes.
http://tes.co/SummerIngredients","July 29, 2016",138 Comments209 Shares,3.1K,Tesco
488,Use your Tesco Clubcard vouchers on family days out and enjoy 4x voucher value this summer. It’s surprising what you can get! http://tes.co/ClubcardDaysOut,"July 28, 2016","333 Comments1,341 Shares1.4M Views",7K,Tesco
490,"Be inspired by some of the stories from our Cancer Research UK Race for Life runners who ran in this summer’s events
We’re so proud to be celebrating 15 years in partnership with Cancer Research UK, supporting all the good work they do.
There’s still time to join in with the #PinkArmy. You can find your local Pretty Muddy event here: raceforlife.org","July 27, 2016",80 Comments111 Shares,5.2K,Tesco
492,"Brighten up summer meals with a new set of dinnerware.
Choose from vibrant colours to classic neutrals.
Explore the range online: tes.co/TescoTableware","July 25, 2016",48 Comments98 Shares,4K,Tesco
494,"The ultimate grown-up summer treat, this simple yet luxurious ice cream combines sweet cherries, zingy lime, creamy vanilla and an optional glug of kirsch
http://tes.co/CherryIceCream","July 25, 2016",12 Comments23 Shares,142,Tesco
496,"Enjoy a-mazeing family days out this summer with Tesco Clubcard.
That’s because your vouchers are worth 4 x their value at over 180 attractions.
(Just leave the map reading to the experts)","July 25, 2016","686 Comments1,235 Shares5.4M Views",13K,Tesco
498,"Thanks to our colleagues and ‘one-in-front’ (our policy of opening a new till if you’re queuing behind more than one person), Which? says we have the quickest supermarket checkouts.","July 22, 2016",755 Comments165 Shares,4.8K,Tesco
500,"Thank you for your generous donations during our Neighbourhood Food Collection.
Together we raised enough food for our charity partners The Trussell Trust and FareShare to provide 2.8 million meals for people in need in the UK.
#EveryCanHelps ...
See More","July 18, 2016",326 Comments838 Shares,11K,Tesco
502,"Fan of cherries? They're now in season and couldn't be sweeter in this decadent cheesecake. Watch and make at home.
http://tes.co/CheesecakePots","July 16, 2016",21 Comments75 Shares13K Views,172,Tesco
504,"Get ready for summer and earn twice as many Clubcard points in-store and online from today until Monday 18th July.
Whether it’s everyday essentials or days out for the kids this summer, collect more points during our Double Clubcard Points Long Weekend.
http://tes.co/DoublePoints","July 15, 2016",80 Comments69 Shares,1.5K,Tesco
506,"We’re delighted to say we’ve picked up the Good Housekeeping award for Favourite Online Grocery Store!
Thank you to our colleagues and drivers out on the road, helping us deliver every day.","July 15, 2016",704 Comments551 Shares,11K,Tesco
508,"This picnic-perfect summer bake combines two absolute classics – sausage rolls and scotch eggs! With perfectly soft-boiled eggs at the centre of a sausage, onion and leek filling, all wrapped up in a gorgeous flaky pastry crust, this marvellous picnic mash-up is sure to be polished off in no time.
https://realfood.tesco.com/…/sausage-and-egg-picnic-pie.html","July 12, 2016",26 Comments13 Shares,77,Tesco
510,"It’s coming! Earn twice as many Clubcard points in-store and online from Friday 15th July until Monday 18th July.
Collect more points during our Double Clubcard Points Long Weekend and have more to spend on family days out, games and everyday essentials this summer. Perfect for when the sun finally shows its face!
http://tes.co/DoublePoints","July 11, 2016",128 Comments273 Shares,2.1K,Tesco
512,"Light the BBQ for a sizzling summer of sport!
Whether you’re gearing up for the British Grand Prix or on the edge of your seat ahead of the Euros, serve up an ace at home with our 3 for £10 offer on meat and drinks. Get inspired with our recipes below.
Available in-store and online: http://tes.co/3For£10","July 8, 2016",111 Comments62 Shares,1.5K,Tesco
514,"Summer evenings are made for relaxing with a refreshing glass (or two) of Tesco wine.
Add complementary frozen fruit to give your favourites a flavoursome lift while keeping cool.
Explore our range of Tesco wines: tes.co/TescoWine","July 7, 2016",53 Comments63 Shares,1.3K,Tesco
516,"The #TescoHelpSquad were on hand at @RaceForLife this weekend, helping runners prepare for the race and celebrate afterwards!
Well done to everyone for running and raising money for @CancerResearchUK.
There’s still time to join the #PinkArmy, you can find your local 5k, 10k or Pretty Muddy event here: raceforlife.org","July 6, 2016",163 Comments225 Shares2.9M Views,6.6K,Tesco
518,"Light up the night. Keep warm under the stars with our range of fire pits.
Explore below. http://tes.co/SummerNight","July 5, 2016",427 Comments434 Shares,9.1K,Tesco
520,Keep your cool during tense tie-breaks with our delicious lollies. Even more refreshing with our Pimm's on limited offer at £12. Click for the recipe: http://tes.co/PimmsLollies,"July 3, 2016","828 Comments1,180 Shares",5.2K,Tesco
522,"Neighbourhood Food Collection starts today in all Tesco stores!
Run in partnership with The Trussell Trust and FareShare, all food donated will help feed people in need in the UK.
#EveryCanHelps...
See More","June 30, 2016","397 Comments1,072 Shares",7K,Tesco
524,"Sit back on a summery day and snack on these stacked custard slices. Adding lemon curd to the creamy filling and sandwiching between buttery pastry, gives an elegant bake that tastes just as good as it looks. Perfect for picnics, parties and afternoon teas.
http://tes.co/LemonCurdSlices","June 28, 2016",9 Comments8 Shares,63,Tesco
526,"Watching Wimbledon? Whether you’ve just got time for a game or are settling in for the whole match, get that court-side feeling with our tennis treats. http://tes.co/Wimbledon","June 28, 2016",147 Comments179 Shares1.7M Views,2.2K,Tesco
528,"Thanks to everyone for making @LondonLGBTPride such a great time on Saturday!
We are honoured to have been part of it, celebrating #PrideAtTesco and the LGBT community. Over 200 Tesco colleagues joined the party and made it a parade to remember!","June 28, 2016",159 Comments305 Shares,8.1K,Tesco
530,"Enjoy your lazy days. Take time to relax with our range of cool cushions and throws.
Explore below. http://tes.co/LazyDays","June 27, 2016",34 Comments32 Shares,1.7K,Tesco
532,"Bursting with #PrideatTesco.
We’re proud to celebrate the LGBT community.
Enjoy Pride in London with us and over 200 colleagues today. #NoFilter","June 25, 2016",7 Comments9 Shares,47,Tesco
536,"We're proud to be an official sponsor of @PrideLondon this year, and have been celebrating and raising money for @switchboardLGBT.
Check out all that’s been going on ahead of this weekend, including performances from the London Gay Men’s Chorus choir, giveaways and in-store cocktail making.
Find out more: http://tes.co/LondonPride","June 21, 2016",47 Comments117 Shares,2.5K,Tesco
538,"A glass act. From a single stem to a gorgeous bouquet, show flowers off in the perfect vase.
Explore below:
http://tes.co/Vases","June 20, 2016",20 Comments16 Shares,1.6K,Tesco
540,"Heading to a festival this summer? Watch our simple guide to packing like a pro.
http://tes.co/PackingTricks","June 17, 2016",435 Comments686 Shares551K Views,2.4K,Tesco
542,"Make the most of the British summer with Tesco Clubcard.
Explore all the country has to offer when you exchange your Clubcard vouchers for coach and train tickets.
See more: http://tes.co/BoostTravel","June 16, 2016",56 Comments32 Shares,339,Tesco
544,"Life is sweet. Bake more for less with our affordable and versatile range.
Explore below.
http://tes.co/LifeIsSweet","June 13, 2016",22 Comments50 Shares,2.4K,Tesco
546,"It’s not always easy to tell dad how much you care.
Watch how we helped our customers show theirs some love this Father’s Day.
http://tes.co/FathersDay","June 13, 2016","657 Comments17,622 Shares1.1M Views",19K,Tesco
548,"Don’t leave it til extra time! Never miss a minute of the Euros with Tesco Click & Collect. Order before 1pm and pick it up after 4pm on your way home, in time for kick off.
Click here to place your order: http://www.tesco.com/click-and-collect/","June 10, 2016",101 Comments146 Shares1.2M Views,1K,Tesco
550,"Relax by the pool and chat away this summer.
With Tesco Mobile Home from Home, you can use your phone in 31 countries just like you do at home.
Happy holidays!
Find out more: http://tes.co/HomeFromHome","June 10, 2016",36 Comments34 Shares,1.4K,Tesco
552,"Invite friends and family over for a fun evening of food, drink and nibbles.
Explore online: http://tes.co/AlfrescoDining","June 6, 2016",45 Comments47 Shares,2.6K,Tesco
554,"Throwing a party fit for a queen?
Celebrate in royal fashion with a wide selection of sandwiches, buffet favourites and tasty treats from our quality, made-to-order Tesco Easy Entertaining range.
Order online here:...
See More","June 2, 2016",38 Comments31 Shares,197,Tesco
556,"Get more from your summer holiday with Tesco Clubcard.
Exchange your vouchers for Avios to use on flights.
http://tes.co/BoostAvios","June 2, 2016",23 Comments20 Shares,289,Tesco
558,"Know an outdoor space in need of a refresh? Tell us by Friday 3rd June, for a Bags of Help makeover. http://tes.co/BOHScheme","May 31, 2016",10 Comments15 Shares,27,Tesco
560,"Summer’s here and the living is easy at a cocktail party under the stars.
Explore online: http://tes.co/PartyGlassware","May 30, 2016",39 Comments63 Shares,3K,Tesco
562,"Heading out for a picnic or having a BBQ at home? Check out our 7 helpful hints for some stress-free summer hosting.
http://tes.co/SummerHosting","May 27, 2016",33 Comments31 Shares,419,Tesco
564,Raise a glass to this bank holiday corker. Get 25% off when you buy six or more bottles of selected wines until Monday. Cheers!,"May 25, 2016",70 Comments42 Shares,485,Tesco
566,"Entertain friends and family in style this bank holiday weekend.
Explore online: http://po.st/GardenDining","May 23, 2016",106 Comments79 Shares,2.6K,Tesco
568,"Give your grub a match-day makeover.
This fiery chilli beef burger, topped with gooey cheese, fresh coriander and a dollop of soured cream, is a guaranteed crowdpleaser.
Serve with onion rings for the perfect assist....
See More","May 21, 2016",17 Comments7 Shares,61,Tesco
570,Make your BBQ twice as delicious by doubling your voucher value with Boost at Tesco. Choose from our wide range and get more bangers for your buck this summer. Spend in-store or online:,"May 19, 2016",48 Comments14 Shares,242,Tesco
572,"Feel free to eat what you fancy, all year round.
From pizza to cheesecake, make the most of our extensive Free From range with some gluten free recipe inspiration.
Find more here: http://tes.co/GlutenFree","May 17, 2016",442 Comments636 Shares,5.7K,Tesco
574,"We’re delighted to say we’ve raised over £10m as part of our National Charity Partnership with @BritishHeartFoundation and @DiabetesUK.
This money will continue to inspire millions of people to eat better, get active and reduce their risk of Type 2 diabetes and heart disease.
Find out more: http://tes.co/CharityPartnership","May 17, 2016",13 Comments15 Shares,125,Tesco
576,"Love to cook?
For mouthwatering meals made at home, you need the right kitchen equipment.
Explore the range online: http://po.st/CookAndDine","May 16, 2016",11 Comments25 Shares,1.1K,Tesco
578,"We're sponsoring this year's National Vegetarian Week!
Celebrate by using this season’s brightest and boldest veg in these quick and easy family meals.
From sensational salads to simple one-pots, explore our tasty midweek mains you can make at home. #NVW16...
See More","May 16, 2016","1.3K Comments1,149 Shares",7.8K,Tesco
580,"Charred artichokes, sweet peas, zesty lemon and velvety goat’s cheese are the heroes of this pasta dish, which is simple, speedy and singing with flavour.
http://tes.co/SimpleSpringPasta","May 16, 2016",5 Comments3 Shares,60,Tesco
582,Congratulations on your win Ma'am. Here's your next day delivery.,"May 13, 2016",351 Comments452 Shares,8.8K,Tesco
584,"Hosting a Eurovision party? Avoid scoring nul points with our easy-to-make costume ideas, decoration inspiration and themed recipes.
Perfect for adults and kids, click here to find all you need.
http://tes.co/EurovisionPartyIdeas","May 13, 2016",155 Comments75 Shares,803,Tesco
586,"Eating gluten free shouldn’t mean missing out on your dream meals.
So, we’ve created a delicious selection using our Free From products and recipes.
Watch our video for inspiration this Coeliac Awareness Week. http://tes.co/FreeFromRange","May 12, 2016",53 Comments66 Shares14K Views,191,Tesco
588,"Eating gluten free shouldn’t mean missing out on your dream meals.
So, we’ve created a delicious selection using our Free From products and recipes.
Watch our video for inspiration this Coeliac Awareness Week. http://tes.co/FreeFromRange","May 10, 2016","565 Comments1,095 Shares265K Views",2.8K,Tesco
590,"Sainsbury’s Brand Match has ended for good.
But we’ll continue to accept your Brand Match vouchers until June 30th, so they don’t go to waste.
Even if they’ve expired, you can use them online and in Tesco Extras, Metros and Superstores.
Find out how: http://www.tesco.com/little-helps/","May 10, 2016",10 Comments9 Shares3.5K Views,21,Tesco
592,"Hello summer! Guarantee yourself a scorcher with bold pinks and oranges.
Explore the tropical-inspired range online:
http://po.st/TropicalLiving","May 9, 2016",18 Comments3 Shares,648,Tesco
594,Make the most of this warm weather and light the BBQ! Turn family faves into tasty treats with these simple outdoor recipes.,"May 7, 2016",59 Comments129 Shares,1K,Tesco
596,"Be inspired at home by bright sunshine, cool blues and wild garden colours.
Explore the range online: http://po.st/HomeLiving","May 3, 2016",15 Comments7 Shares,663,Tesco
598,"Booked the bouncy castle and wrapped the presents? Don't forget to sort the snacks!
Take the stress out of organising the kids’ party food with our quality, made-to-order Tesco Easy Entertaining range.
Order online and see more here: ...
See More","May 2, 2016",102 Comments164 Shares,1.7K,Tesco
600,"To save you time, Tesco Brand Guarantee price checks your branded shop at Asda, Morrisons and Sainsbury's when you buy 10 or more different products. Fist pumps all round.
Find out more about Tesco Brand Guarantee: tesco.com/brandguarantee","May 1, 2016",376 Comments438 Shares2.7M Views,3.4K,Tesco
602,"Get set for summer with these simple yet delicious fish skewers, which combine succulent cod, salmon and king prawns with a zesty marinade. http://tes.co/FishSkewers","April 29, 2016",20 Comments20 Shares,90,Tesco
604,"Brighten up summer meals with a new set of dinnerware.
Choose from vibrant colours to classic neutrals.
Explore the range online: http://po.st/Tableware","April 25, 2016",42 Comments42 Shares,1.9K,Tesco
606,"We believe that no food that could be eaten should go to waste.
That’s why we started our store food surplus scheme, Community Food Connection with FareShare FoodCloud, last year – a scheme which has already rolled out to over 140 stores and has helped us donate 275,000 meals to people in need.
But there’s more to do. The scheme will be live in all large stores by the end of this year and we’re aiming to have it in every Tesco store by the end of 2017....
See More","April 25, 2016",44 Comments49 Shares,392,Tesco
608,Happy #StGeorgesDay! Start the celebrations with our sumptuous selection of English recipes. http://tes.co/10WeekendFeasts,"April 23, 2016","129 Comments1,159 Shares",13K,Tesco
610,"Celebrate Her Majesty’s 90th birthday with the best of British.
From proper pork pies to blueberry and buttermilk scones, these easy-to follow recipes are party perfect. http://tes.co/BritishRecipes","April 21, 2016",133 Comments206 Shares,3.2K,Tesco
612,"Impress with this classic 'tarte au citron’. Timeless and full of creamy, citrus flavour, no one will suspect how simple it is to make. http://tes.co/LemonTartMasterclass","April 18, 2016",24 Comments23 Shares,109,Tesco
614,"Sundays just got sweeter. These homemade peanut butter cups are the perfect way to indulge your sweet tooth.
Simply pour chocolate into a muffin case, layer over it with peanut butter and seal the deal with more melted chocolate.","April 17, 2016","2K Comments2,923 Shares690K Views",6K,Tesco
616,These meringues kisses are light as air and make the perfect edible gifts. You can even turn them completely pink as a way of showing support for loved ones running the Race for Life. http://tes.co/MeringuesKisses,"April 15, 2016",3 Comments10 Shares,88,Tesco
618,"Give your room an instant magical feel with this thrifty lighting feature. All you need is an old mason jar and a set of fairy lights.
See more exciting ways to upcyle your old Mason jars here. http://tes.co/MasonJars","April 14, 2016",216 Comments168 Shares1.2M Views,982,Tesco
620,"Sainsbury’s is ending its Brand Match guarantee and we want to help. So, from now until June, we'll accept Brand Match vouchers in Tesco Extras, Superstores & Metros, even if they’ve expired. tes.co/littlehelps","April 13, 2016",205 Comments502 Shares,2.5K,Tesco
622,These tasty tricks for lightening your lunches will put a spring in your step all through the afternoon.,"April 13, 2016",110 Comments421 Shares,2.1K,Tesco
624,Kids will love getting stuck into making these frozen banana marshmallow pops - almost as much as they'll love eating them!,"April 9, 2016","1.2K Comments4,964 Shares763K Views",7.6K,Tesco
626,Create a fresh feel in your bathroom by swapping old towels for more colourful shades. http://tes.co/Towels,"April 8, 2016",23 Comments14 Shares301K Views,188,Tesco
628,"Get the kids out in the garden with these wash-off outdoor paints, made from kitchen cupboard staples. http://tes.co/DIYPaints","April 7, 2016","363 Comments1,318 Shares685K Views",3.1K,Tesco
630,Cook with the kids and turn leftover Easter eggs into a shareable treat. Follow our recipe at home. tes.co/EasterBrownies,"April 7, 2016","753 Comments1,063 Shares",11K,Tesco
632,"Thanks to everyone who voted in #BagsofHelp. You have helped support 1170 local community projects across the UK.
See the local projects we were able to support here. tes.co/BagsofHelp","April 6, 2016",127 Comments394 Shares,8.5K,Tesco
634,"Lights, camera, action! Enjoy a family trip to the cinema for less this Easter with Tesco Clubcard.
Find out more: http://tes.co/ClubcardCinema","April 6, 2016",7 Comments2 Shares,14,Tesco
636,"Little ones will love these cheesy lasagne bites - which might be mini, but still pack a mighty punch!
If you're not sure how to cook a bolognese from scratch, why not follow our simple recipe? http://tes.co/SpagBolognese","April 5, 2016","381 Comments1,304 Shares425K Views",2.9K,Tesco
638,Got a little wizard at home? Conjure up something magical this holiday with our glittery bubble wand idea. tes.co/EasterHelps,"April 5, 2016","677 Comments1,553 Shares",31K,Tesco
640,"There’s still time to get your kids cracking on their own Easter chick biscuits. Share your kids’ creations in the comments for the chance to win one of 10 family tickets to our Tesco Clubcard Days Out Attractions. Choose from Alton Towers Resort, SEA LIFE London Aquarium™ or Official LEGOLAND Windsor.
T&Cs here:
http://www.tesco.com/tcs/littlebaker","April 4, 2016",230 Comments37 Shares,1.5K,Tesco
642,"When fork meets egg, you know it's going to be a good Sunday. Try throwing in some avocado, cherry tomatoes and Parma ham for a simple, flavour-packed brunch","April 3, 2016",321 Comments313 Shares661K Views,3.9K,Tesco
644,Watch how to create an alien army using everyday items. Perfect for keeping the kids entertained!,"April 2, 2016",80 Comments171 Shares276K Views,481,Tesco
646,Watch our guide to making this fun and colourful 3D paint this Easter. Perfect for mini masterpieces that jump out from the page.,"April 1, 2016",282 Comments650 Shares468K Views,1.4K,Tesco
648,"Bring the sunshine indoors by filling your home with beautiful bouquets. Pop them in our stylish recycled vases for a fragrant centrepiece.
Explore our Spring/Summer Home Book:
http://tes.co/GlassVase","April 1, 2016",20 Comments21 Shares302K Views,285,Tesco
650,Watch our guide on how you can bring the stars indoors with these simple galaxy lanterns.,"March 31, 2016",99 Comments305 Shares417K Views,1.2K,Tesco
652,"Shop for your five a day, for less. Apples just 89p per pack. Exclusively in-store and online at Tesco, the Rosedene Farms brand.
Find out more: tes.co/OyDlPN","March 30, 2016",232 Comments107 Shares,2.4K,Tesco
654,"Shop for your five a day, for less. Carrots just 45p per pack. Exclusively in-store and online at Tesco, the Redmere Farms brand.
Find out more: tes.co/OyDlPN","March 30, 2016",663 Comments161 Shares,3.4K,Tesco
656,"Sort your Sunday roast, for less. Whole chicken just £1.99 per kg. Exclusively in-store and online at Tesco, the Willow Farms brand.
Find out more: tes.co/OyDlPN","March 30, 2016",1K Comments307 Shares,6.1K,Tesco
658,"Host the perfect party with our made-to-order Tesco Easy Entertaining range.
From nibbles to sandwiches and buffets to banquets, our quality range has everything you need for a fuss-free spread.
Order online and plan your menu here: ...
See More","March 30, 2016",89 Comments154 Shares,2K,Tesco
660,We have lift off! Watch how to make a simple space rocket with the kids this Easter.* *No bears were harmed in the making of this video.,"March 30, 2016",154 Comments421 Shares582K Views,1.2K,Tesco
662,"Sure to get your party going, these stuffed jalapeños are wrapped in crispy proscuitto, baked and served with a refreshing salsa. http://tes.co/StuffedJalapenos","March 29, 2016",4 Comments5 Shares,46,Tesco
664,"We’re on the hunt to find Britain's best little bakers. Share your kids’ chick biscuit creations in the comments for the chance to win one of 10 family tickets to our Tesco Clubcard Days Out Attractions. Choose from Alton Towers Resort, SEA LIFE London Aquarium™ or Official LEGOLAND Windsor
T&Cs here:
http://www.tesco.com/tcs/littlebaker","March 29, 2016",147 Comments203 Shares400K Views,1.1K,Tesco
666,Watch our guide on how to hide a message inside decorated eggs with our cracking idea to try at home.,"March 28, 2016",96 Comments355 Shares848K Views,1.8K,Tesco
668,Happy Easter to all of our fellow chocoholics! We hope the Easter bunny has been kind.,"March 27, 2016",28 Comments25 Shares,238,Tesco
670,"How many Easter eggs can you spot? Watch our film and comment below for the chance to win a family ticket to one of our Tesco Clubcard Days Out Attractions.
We have 3 Woburn Safari Park, 3 Ripley's Believe It or Not! London and 5 for Blackpool Pleasure Beach to give away!
T&Cs: http://www.tesco.com/tcs/egghunt","March 26, 2016",229 Comments38 Shares260K Views,348,Tesco
672,Make your Easter a corker with 25% off wines when you buy six bottles or more.,"March 24, 2016",312 Comments193 Shares,1.6K,Tesco
674,"Every time you buy one of our Help for Heroes Easter Eggs, 100% of the profits will go to the charity.
Available in-store","March 24, 2016",183 Comments475 Shares,3.8K,Tesco
676,"Spruce up your garden for less this Spring, with 25% off all outdoor plants. Available in-store until Monday.","March 24, 2016",142 Comments91 Shares,2.2K,Tesco
678,"Introducing the new Willow Farms brand, exclusively at Tesco.
Whole chicken £1.99/KG, available in-store and online.
Find out more: tes.co/OyDlPN","March 23, 2016",88 Comments140 Shares,1K,Tesco
680,"This chocolate bark is the ultimate Easter treat, decorated with swirls of white chocolate, chocolate eggs and marshmallows. http://tes.co/EasterBark","March 22, 2016",7 Comments12 Shares,85,Tesco
682,"Spring into the new season with a new look.
Easily change the mood of your living room using colourful cushions from our Spring/Summer Home book.
Explore the range here: http://tes.co/Cushions","March 21, 2016",15 Comments10 Shares270K Views,147,Tesco
684,"Introducing the new Redmere Farms brand, exclusively at Tesco.
Carrots 45p per pack, available in-store and online.
Find out more: tes.co/OyDlPN","March 21, 2016",86 Comments522 Shares,2K,Tesco
686,"Introducing the new Rosedene Farms brand, exclusively at Tesco.
Apples 89p per pack, available in-store and online.
Find out more: tes.co/OyDlPN","March 21, 2016",78 Comments311 Shares,1.5K,Tesco
688,"Keep the kids (and the big kids) entertained this Easter with our easy ideas, games and recipes for the whole holiday. Find all our helps here:","March 21, 2016","396 Comments1,573 Shares",4.5K,Tesco
690,"We've created 14 helps to keep the kids entertained over the Easter holiday! Watch our film full of ideas to inspire, from recipes to making jetpacks and bubble wands...","March 21, 2016","663 Comments2,825 Shares7.3M Views",13K,Tesco
692,"Happy St. Patrick’s Day! Get into the spirit with these juicy burgers, flavoured by a celebratory measure of Guinness. http://tes.co/GuinnessBurgers","March 17, 2016",201 Comments244 Shares,6.5K,Tesco
694,"We’re excited to support Pride again this year. And we want you to help us do it.
Comment below and tell us what Pride means to you in 5 words or less. Our favourites could feature on our official #PrideatTesco* t-shirt for 2016. Available in-store and online from June.
Find out more at:...
See More","March 16, 2016",740 Comments317 Shares,4.6K,Tesco
698,"Good Friday, Saturday and Sunday. Two packs of finest* hot cross buns, just £2. http://tes.co/HotCrossBuns","March 15, 2016",325 Comments110 Shares,3.5K,Tesco
700,"From pumpkin seeds to oily fish, these ingredients are full of good fats, which help to keep you energised and pack your meals with heaps of flavour. http://tes.co/SevenGoodFats","March 14, 2016",7 Comments2 Shares,31,Tesco
702,Tap into the egg trend of the moment with these perfectly piped deviled eggs,"March 12, 2016","401 Comments1,075 Shares740K Views",4.1K,Tesco
704,Fold tops and t-shirts like a pro and get more storage space in your drawers using this quick trick,"March 11, 2016","807 Comments1,241 Shares1.9M Views",4.1K,Tesco
706,"Step away from the courgetti and get creative with your spiralizer. Try making oodles of noodles with sweet potato, beetroot, melon or apple.","March 10, 2016",6 Comments8 Shares3.7K Views,48,Tesco
708,Puzzled by what to do with quinoa? Give one of our top 10 recipes a go and really get to know the versatile and nutritious seed. http://tes.co/QuinoaRecipes,"March 9, 2016",100 Comments375 Shares,2.7K,Tesco
710,"Thanks to everyone who voted in-store as part of #BagsofHelp.
Stay tuned for updates on how money raised from the 5p bag charge is helping hundreds of local community projects.
Find out more:...
See More","March 8, 2016",138 Comments419 Shares,9K,Tesco
712,Eyes on the pies! Celebrate British Pie Week in style with our favourite recipes. http://tes.co/10BestPies,"March 7, 2016",592 Comments889 Shares,8.5K,Tesco
714,Fancy-up your lamb cutlets with this easy homemade madras paste. http://tes.co/CurryCutlets,"March 7, 2016",17 Comments13 Shares,75,Tesco
716,"Happy Mother’s Day!
Spoil the guest of honour with this funfetti cake. All you need are sprinkles, a homemade stencil (simply cut out your design on a piece of paper) and a little creative flair.","March 6, 2016",7 Comments4 Shares3.1K Views,42,Tesco
718,Left it late? Don’t worry. Pop in to your local Tesco and pick up 24 tulips for only £5.,"March 5, 2016",226 Comments770 Shares,11K,Tesco
720,"Looking for something indulgent? Treat Mum to an Espresso Martini. Baileys 1L for only £12.
http://tes.co/EspressoMartini","March 4, 2016","382 Comments1,134 Shares",12K,Tesco
722,"Get your kids reading for free on World Book Day! Exchange their school voucher and fuel their imaginations with epic adventures from a choice of 10 titles, including Star Wars and Supertato. Or pick them up for £1 each. Available in-store.","March 3, 2016",56 Comments209 Shares,2.5K,Tesco
724,Why not serve Mum high tea at home? Our four pack of Finest* Cherry Scones are just £1.50. http://tes.co/MothersDayScones,"March 3, 2016",215 Comments480 Shares,7.8K,Tesco
726,Here’s a sweet idea. Treat Mum to a Nestle Dairy Box. Only £2. http://tes.co/DairyBox,"March 2, 2016",394 Comments818 Shares,9.8K,Tesco
728,Transform your kids into their fave characters for #WorldBookDay with these 8 easy costumes. http://tes.co/CostumeIdeas,"March 2, 2016",145 Comments634 Shares,7.2K,Tesco
730,Treat Mum to breakfast in bed this Mother’s Day. Get the whole family involved with our childproof recipes.,"March 1, 2016",195 Comments375 Shares,2.3K,Tesco
732,"Happy St. David’s Day! Why not create your own daffodil-inspired fruit bouquet to celebrate using grapes, pineapple, mango and a flower cookie cutter?","March 1, 2016",90 Comments293 Shares,3.5K,Tesco
734,Today we’re helping to celebrate all #LeapDay babies who’ve waited four years for this day. Join the #TescoHelpSquad in wishing them an extra special Happy Birthday.,"February 29, 2016",354 Comments771 Shares166K Views,6.4K,Tesco
736,Get baking and surprise your mum this Mother’s Day with these pretty tea time treats http://tes.co/IcedBuns,"February 29, 2016",7 Comments7 Shares,88,Tesco
738,"This dauphinoise is what dinner daydreams are made of. A lighter twist on the classic, it uses less cheese, skimmed milk and sweet potato but still has all the velvety comfortingness that you love.
http://tes.co/LighterDauphinoise","February 27, 2016",22 Comments79 Shares,284,Tesco
740,"Check out and help out. From community gardens to outdoor sports facilities, choose where your 5p bag charge goes. Vote now in-store until Sunday 6th March. http://tes.co/BagsOfHelp","February 27, 2016",100 Comments238 Shares196K Views,771,Tesco
742,"Watch as we get the kids cooking for Mother’s Day. Don’t worry, we’ve got childproof recipes to help you do the same…","February 26, 2016","350 Comments1,080 Shares704K Views",4K,Tesco
744,"When it comes to finding meals that are quick, easy and yet uncompromising on flavour, you can always rely on pasta. Each of these recipes offers a healthier spin that takes less than half an hour.
http://tes.co/healthypasta","February 25, 2016",88 Comments353 Shares,1.6K,Tesco
746,"Just 5 ingredients and one pot to make our Pork Paella, which leaves you with less mess and more time to relax. http://tes.co/OnePotPorkPaella","February 24, 2016",245 Comments836 Shares722K Views,1.8K,Tesco
748,"#FreezingFacts Find yourself throwing out leftover fresh herbs? Easily save for later by chopping, popping in an ice-cube tray, topping with water and freezing.","February 23, 2016","337 Comments1,307 Shares",7.4K,Tesco
750,"Get ready to raid your cupboards! From tinned tuna to chickpeas, the hero ingredients in these delicious recipes are probably hiding in your kitchen right now… http://tes.co/StorecupboardIngredients","February 23, 2016",53 Comments155 Shares,715,Tesco
752,"A whole new meaning to 007. Get Spectre on DVD this week for just £7. Available online and in-store:
tes.co/SpectreDVD","February 22, 2016",825 Comments814 Shares,15K,Tesco
754,"Not just nutritious but speedy and full of fresh, zingy flavours, smoothies are our ultimate breakfast heroes all year round.
Prep ahead by filling freezer bags with your favourite fruit and veg, then simply blend on the morning and you're good to go.","February 22, 2016",233 Comments870 Shares176K Views,2.3K,Tesco
756,"#FreezingFacts Create quick veg portions by filling a freezer bag with chopped veg and pressing lines into it. Freeze, then snap off as much as you need.","February 21, 2016",221 Comments912 Shares,6.5K,Tesco
758,A celebratory half term sweet treat is in order. Why not follow these simple steps to make a macaron even more delectable by turning it into an ice cream sandwich? http://tes.co/IceCreamMacarons,"February 20, 2016",66 Comments147 Shares,625,Tesco
760,"Set the tone for a leisurely Saturday with these healthier breakfast ideas - perfect for enjoying with friends or for rousing yourself lazily from bed.
http://tes.co/HealthyBreakfasts","February 20, 2016",35 Comments58 Shares,585,Tesco
